fundISINCode,holdingISINCode,currency,securityName,weight,reportDate
"HK0000352960","CNE100003QK4","CNY","Maxscend Microelectronics Co Ltd Class A","3.458060","2021-11-30"
"HK0000352960","HK0000218211","HKD","Hua Hong Semiconductor Ltd Unitary 144A/Reg S","3.333450","2021-11-30"
"HK0000360880","TW0002330008","TWD","Taiwan Semiconductor Manufacturing Co Ltd","9.154990","2021-09-30"
"HK0000360880","","HKD","Meituan","6.278880","2021-09-30"
"HK0000360880","","HKD","Tencent Holdings Ltd","5.682430","2021-09-30"
"HK0000360880","CNE1000002M1","HKD","China Merchants Bank Co Ltd Class H","4.820720","2021-09-30"
"HK0000360880","HK0669013440","HKD","Techtronic Industries Co Ltd","4.790700","2021-09-30"
"HK0000360880","CNE0000018R8","CNY","Kweichow Moutai Co Ltd","4.308370","2021-09-30"
"HK0000360880","","HKD","Innovent Biologics Inc","4.020540","2021-09-30"
"HK0000360880","","","Cash/Other","3.685000","2021-09-30"
"HK0000360880","HK0000069689","HKD","AIA Group Ltd","3.594060","2021-09-30"
"HK0000360880","","HKD","Li Ning Co Ltd","3.177450","2021-09-30"
"HK0000360898","TW0002330008","TWD","Taiwan Semiconductor Manufacturing Co Ltd","9.154990","2021-09-30"
"HK0000360898","","HKD","Meituan","6.278880","2021-09-30"
"HK0000360898","","HKD","Tencent Holdings Ltd","5.682430","2021-09-30"
"HK0000360898","CNE1000002M1","HKD","China Merchants Bank Co Ltd Class H","4.820720","2021-09-30"
"HK0000360898","HK0669013440","HKD","Techtronic Industries Co Ltd","4.790700","2021-09-30"
"HK0000360898","CNE0000018R8","CNY","Kweichow Moutai Co Ltd","4.308370","2021-09-30"
"HK0000360898","","HKD","Innovent Biologics Inc","4.020540","2021-09-30"
"HK0000360898","","","Cash/Other","3.685000","2021-09-30"
"HK0000360898","HK0000069689","HKD","AIA Group Ltd","3.594060","2021-09-30"
"HK0000360898","","HKD","Li Ning Co Ltd","3.177450","2021-09-30"
"HK0000365384","","","Other Assets and Liabilities","99.077680","2021-06-30"
"HK0000365384","","","Cdbi Tresure I Ltd 2.25% 02 Aug 2021","0.244020","2021-06-30"
"HK0000365384","XS1915882234","USD","Chengdu Communications Investment Group Company Limited 5.125","0.186330","2021-06-30"
"HK0000365384","XS1891659358","USD","Anhui Provincial Investment Group Co Ltd 4.875","0.184940","2021-06-30"
"HK0000365384","XS1867018282","USD","Anhui Transportation Holding Group (H.K.) Limited 4.875","0.122910","2021-06-30"
"HK0000365384","","","Scig Intrntl Fin Ltd 4.625% 26sep 2021","0.122790","2021-06-30"
"HK0000365384","XS1920378590","USD","Wuhan Real Estate Group 5.7","0.061330","2021-06-30"
"HK0000369188","","USD","United States Treasury Bills 0%","3.055200","2021-06-30"
"HK0000369188","XS1857295320","JPY","Mitsubishi UFJ Securities Co Ltd","2.951460","2021-06-30"
"HK0000369188","","","Other Net Assets","2.450950","2021-06-30"
"HK0000369188","","","European Investment Bank 3m S0.25 Q","2.392640","2021-06-30"
"HK0000369188","XS1442177561","USD","Chongqing Nan'an Urban Construction & Development (Group) Co., Ltd. 3.62%","2.388630","2021-06-30"
"HK0000369188","","USD","7-Eleven Inc.","2.291940","2021-06-30"
"HK0000369188","XS1845139515","USD","CDBL Funding 2 2%","2.291730","2021-06-30"
"HK0000369188","XS1880450140","USD","Country Garden Holdings Company Limited 7.12%","1.967330","2021-06-30"
"HK0000369188","","USD","Citigroup Inc.","1.936650","2021-06-30"
"HK0000369188","","USD","Wells Fargo & Company","1.935520","2021-06-30"
"HK0000369196","","USD","United States Treasury Bills 0%","3.055200","2021-06-30"
"HK0000369196","XS1857295320","JPY","Mitsubishi UFJ Securities Co Ltd","2.951460","2021-06-30"
"HK0000369196","","","Other Net Assets","2.450950","2021-06-30"
"HK0000369196","","","European Investment Bank 3m S0.25 Q","2.392640","2021-06-30"
"HK0000369196","XS1442177561","USD","Chongqing Nan'an Urban Construction & Development (Group) Co., Ltd. 3.62%","2.388630","2021-06-30"
"HK0000369196","","USD","7-Eleven Inc.","2.291940","2021-06-30"
"HK0000369196","XS1845139515","USD","CDBL Funding 2 2%","2.291730","2021-06-30"
"HK0000369196","XS1880450140","USD","Country Garden Holdings Company Limited 7.12%","1.967330","2021-06-30"
"HK0000369196","","USD","Citigroup Inc.","1.936650","2021-06-30"
"HK0000369196","","USD","Wells Fargo & Company","1.935520","2021-06-30"
"HK0000369725","TW0002330008","TWD","Taiwan Semiconductor Manufacturing Co Ltd","9.701050","2021-10-31"
"HK0000369725","KR7005930003","KRW","Samsung Electronics Co Ltd","7.372920","2021-10-31"
"HK0000369725","","HKD","Tencent Holdings Ltd","6.238150","2021-10-31"
"HK0000369725","","HKD","Alibaba Group Holding Ltd Ordinary Shares","5.356420","2021-10-31"
"HK0000369725","HK0000069689","HKD","AIA Group Ltd","4.822890","2021-10-31"
"HK0000369725","","HKD","WuXi Biologics (Cayman) Inc","3.473180","2021-10-31"
"HK0000369725","","USD","Sea Ltd ADR","3.457830","2021-10-31"
"HK0000369725","","HKD","Meituan","3.249270","2021-10-31"
"HK0000369725","HK0388045442","HKD","Hong Kong Exchanges and Clearing Ltd","3.093650","2021-10-31"
"HK0000369725","ID1000109507","IDR","PT Bank Central Asia Tbk","2.857360","2021-10-31"
"HK0000383858","","HKD","Tencent Holdings Ltd","8.777860","2021-06-30"
"HK0000383858","","","Other Assets and Liabilities","8.130490","2021-06-30"
"HK0000383858","","HKD","ANTA Sports Products Ltd","6.728790","2021-06-30"
"HK0000383858","","USD","Bilibili Inc ADR","6.299070","2021-06-30"
"HK0000383858","CNE100001FR6","CNY","LONGi Green Energy Technology Co Ltd Class A","5.922110","2021-06-30"
"HK0000383858","","HKD","Alibaba Group Holding Ltd","5.461030","2021-06-30"
"HK0000383858","HK0285041858","HKD","BYD Electronic (International) Co Ltd","4.494660","2021-06-30"
"HK0000383858","","HKD","JS Global Lifestyle Co Ltd","4.382350","2021-06-30"
"HK0000383858","","HKD","Meituan","4.271470","2021-06-30"
"HK0000383858","","USD","JD.com Inc ADR","4.058380","2021-06-30"
"HK0000414935","","","Other Assets and Liabilities","11.653040","2021-06-30"
"HK0000414935","","","Bank Of Communications (Reg) (Reg S) Var Perp","3.730320","2021-06-30"
"HK0000414935","XS2100023832","USD","Radiance Capital Investments Limited 10.5","2.198700","2021-06-30"
"HK0000414935","XS2128388456","USD","Yancoal International Resources Development Co Limited 3.5","2.180080","2021-06-30"
"HK0000414935","XS2287540053","USD","Guoren Property and Casualty Insurance Co Ltd 3.35","2.071080","2021-06-30"
"HK0000414935","","","Barclays Plc (Reg) Var Perp","1.992790","2021-06-30"
"HK0000414935","","","Hsbc Holdings Plc Var Perp","1.989160","2021-06-30"
"HK0000414935","XS1927705308","USD","Sunrise (Cayman) Ltd 5.25","1.868230","2021-06-30"
"HK0000414935","","USD","Petroleos Mexicanos 6.84","1.853360","2021-06-30"
"HK0000414935","","","Champion Sincerity Hl Var Perp","1.852540","2021-06-30"
"HK0000416062","","USD","Sea Ltd ADR","7.347320","2021-10-31"
"HK0000416062","JP3970300004","JPY","Recruit Holdings Co Ltd","6.342110","2021-10-31"
"HK0000416062","TW0002330008","TWD","Taiwan Semiconductor Manufacturing Co Ltd","5.509520","2021-10-31"
"HK0000416062","","HKD","Kingdee International Software Group Co Ltd","4.786310","2021-10-31"
"HK0000416062","JP3979200007","JPY","Lasertec Corp","4.698740","2021-10-31"
"HK0000416062","","HKD","Tencent Holdings Ltd","4.581760","2021-10-31"
"HK0000416062","KR7005930003","KRW","Samsung Electronics Co Ltd","4.475090","2021-10-31"
"HK0000416062","","HKD","NetEase Inc Ordinary Shares","4.334530","2021-10-31"
"HK0000416062","","HKD","WuXi Biologics (Cayman) Inc","3.985870","2021-10-31"
"HK0000416062","","TWD","Parade Technologies Ltd","3.900120","2021-10-31"
"HK0000439601","LU2041165395","USD","ChinaAMC Global Selected Inc I USD Acc","9.008930","2021-10-31"
"HK0000439601","HK0000301975","USD","ChinaAMC Select Asia Bd I USD Acc","3.927640","2021-10-31"
"HK0000439601","XS1843450567","USD","SPIC Luxembourg Latin America Renewable Energy Investment company S a r l 4","2.276130","2021-10-31"
"HK0000439601","","USD","Bank of China Limited 5%","1.496600","2021-10-31"
"HK0000439601","","USD","Banco Santander-Chile 3.177%","1.093970","2021-10-31"
"HK0000439601","XS0979772596","USD","China Taiping New Horizon Limited 6%","1.017520","2021-10-31"
"HK0000439601","","USD","Sumitomo Mitsui Financial Group Inc 2.696%","0.947600","2021-10-31"
"HK0000439627","LU2041165395","USD","ChinaAMC Global Selected Inc I USD Acc","9.008930","2021-10-31"
"HK0000439627","HK0000301975","USD","ChinaAMC Select Asia Bd I USD Acc","3.927640","2021-10-31"
"HK0000439627","XS1843450567","USD","SPIC Luxembourg Latin America Renewable Energy Investment company S a r l 4","2.276130","2021-10-31"
"HK0000439627","","USD","Bank of China Limited 5%","1.496600","2021-10-31"
"HK0000439627","","USD","Banco Santander-Chile 3.177%","1.093970","2021-10-31"
"HK0000439627","XS0979772596","USD","China Taiping New Horizon Limited 6%","1.017520","2021-10-31"
"HK0000439627","","USD","Sumitomo Mitsui Financial Group Inc 2.696%","0.947600","2021-10-31"
"HK0000464252","","","Cash And Cash Equivalents","52.824890","2021-06-30"
"HK0000464252","","","Time Deposit","47.198550","2021-06-30"
"HK0000464252","","","Interest Receivable On Bank Deposits","0.031210","2021-06-30"
"HK0000464252","","","Prepayments","0.004260","2021-06-30"
"HK0000464252","","","Establishment Costs Payable","-0.003550","2021-06-30"
"HK0000464252","","","Trustee Fees Payable","-0.009530","2021-06-30"
"HK0000464252","","","Management Fees Payable","-0.020090","2021-06-30"
"HK0000464252","","","Other Payables","-0.025740","2021-06-30"
"HK0000467222","XS1820761556","USD","Gemdale Ever Prosperity Investment Limited 6%","2.689480","2021-06-30"
"HK0000467222","","","Icbc Asia Ltd 4.25% Perpetual","2.511670","2021-06-30"
"HK0000467222","XS2067133483","USD","Zhengzhou Urban Construction Group Investments Limited 3.8%","2.267770","2021-06-30"
"HK0000467222","XS1884717817","USD","Yieldking Investment Limited 4.8%","2.169300","2021-06-30"
"HK0000467222","","","Coastal Emerald Ltd Frn Perpetual","2.153760","2021-06-30"
"HK0000467222","","","Jiaxing City Inv & Dev 2.6%","2.151160","2021-06-30"
"HK0000467222","XS2211752121","USD","Central Plaza Development Limited 4.5%","2.149060","2021-06-30"
"HK0000467222","","","Cicc Hk Finance 2016 Mtn 1.625%","2.087430","2021-06-30"
"HK0000467222","","","Jiangxi Railway Invstmnt 4.85%","2.052840","2021-06-30"
"HK0000467222","","","Cmhi Finance Bvi Co Ltd Frn Perpetual","1.930090","2021-06-30"
"HK0000467263","XS1820761556","USD","Gemdale Ever Prosperity Investment Limited 6%","2.689480","2021-06-30"
"HK0000467263","","","Icbc Asia Ltd 4.25% Perpetual","2.511670","2021-06-30"
"HK0000467263","XS2067133483","USD","Zhengzhou Urban Construction Group Investments Limited 3.8%","2.267770","2021-06-30"
"HK0000467263","XS1884717817","USD","Yieldking Investment Limited 4.8%","2.169300","2021-06-30"
"HK0000467263","","","Coastal Emerald Ltd Frn Perpetual","2.153760","2021-06-30"
"HK0000467263","","","Jiaxing City Inv & Dev 2.6%","2.151160","2021-06-30"
"HK0000467263","XS2211752121","USD","Central Plaza Development Limited 4.5%","2.149060","2021-06-30"
"HK0000467263","","","Cicc Hk Finance 2016 Mtn 1.625%","2.087430","2021-06-30"
"HK0000467263","","","Jiangxi Railway Invstmnt 4.85%","2.052840","2021-06-30"
"HK0000467263","","","Cmhi Finance Bvi Co Ltd Frn Perpetual","1.930090","2021-06-30"
"HK0000489945","","","Cash & Cash Equivalents","86.974960","2020-08-31"
"HK0000489945","XS1303791336","USD","Agricultural Bank of China Limited, Hong Kong Branch 2.75%","2.656850","2020-08-31"
"HK0000489945","XS1692890343","USD","Industrial and Commercial Bank of China Limited, Luxembourg Branch 1.04%","2.410500","2020-08-31"
"HK0000489945","XS1317967146","USD","Huarong Finance II Co., Ltd. 3.75%","1.452030","2020-08-31"
"HK0000489945","XS1322367985","USD","China State Construction Engineering Corporation Finance (Cayman) I Limited","1.426870","2020-08-31"
"HK0000489945","","USD","Sinopec Group Overseas Development (2017) Limited 2.25%","1.205420","2020-08-31"
"HK0000489945","XS1738361473","USD","Huzhou City Investment Development Group Corporation Limited 4.88%","0.970620","2020-08-31"
"HK0000489945","XS1328129009","USD","Guangzhou Metro Investment Finance BVI Ltd 3.38%","0.968510","2020-08-31"
"HK0000489945","XS1726069625","USD","Haitian (BVI) International Investment Development Limited 3.88%","0.968420","2020-08-31"
"HK0000489945","XS1294535833","USD","Weichai International Hong Kong Energy Group 4.12%","0.965810","2020-08-31"
"HK0000500386","","","Cash At Banks","11.171450","2021-06-30"
"HK0000500386","","HKD","Tencent Holdings Ltd","8.573820","2021-06-30"
"HK0000500386","HK0883013259","HKD","CNOOC Ltd","5.937480","2021-06-30"
"HK0000500386","","HKD","Meituan","5.553660","2021-06-30"
"HK0000500386","","HKD","ENN Energy Holdings Ltd","4.417060","2021-06-30"
"HK0000500386","","USD","Xiaomi Corp ADR","3.025900","2021-06-30"
"HK0000500386","","USD","BYD Co Ltd ADR","2.862500","2021-06-30"
"HK0000500386","","HKD","Li Ning Co Ltd","2.833140","2021-06-30"
"HK0000500386","CNE000000CG9","CNY","Haier Smart Home Co Ltd","2.591660","2021-06-30"
"HK0000500386","CNE0000018R8","CNY","Kweichow Moutai Co Ltd","2.513160","2021-06-30"
"HK0000554565","IE0008370151","USD","First Sentier Asia Strat Bd I USDInc","6.992910","2021-06-30"
"HK0000554565","TW0002330008","TWD","Taiwan Semiconductor Manufacturing Co Ltd","3.192300","2021-06-30"
"HK0000554565","INE040A01034","INR","HDFC Bank Ltd","2.595050","2021-06-30"
"HK0000554565","","","Other Net Assets","2.391990","2021-06-30"
"HK0000554565","","HKD","Tencent Holdings Ltd","2.306990","2021-06-30"
"HK0000554565","KR7005931001","KRW","Samsung Electronics Co Ltd Participating Preferred","2.222430","2021-06-30"
"HK0000554565","KR7035420009","KRW","NAVER Corp","1.795770","2021-06-30"
"HK0000554565","AU000000RMD6","AUD","ResMed Inc DR","1.569700","2021-06-30"
"HK0000554565","AU000000CSL8","AUD","CSL Ltd","1.553720","2021-06-30"
"HK0000554565","INE467B01029","INR","Tata Consultancy Services Ltd","1.434760","2021-06-30"
"HK0000616265","XS2403224129","USD","Xi Yang Overseas Limited 0.0198%","3.769070","2021-11-30"
"HK0000616265","","USD","Aercap Ireland Capital DAC 0.065%","3.249960","2021-11-30"
"HK0000616265","","USD","BNP Paribas 0.06625%","3.029700","2021-11-30"
"HK0000616265","","USD","HSBC Holdings plc 0.0625%","2.931140","2021-11-30"
"HK0000616265","XS2080819779","USD","AAC Technologies Holdings Inc. 0.03%","2.873160","2021-11-30"
"HK0000616265","","USD","HSBC Holdings plc 0.01162%","2.827740","2021-11-30"
"HK0000616265","XS2314779427","USD","GLP China Holdings Limited 0.0295%","2.819230","2021-11-30"
"HK0000616265","","USD","The Charles Schwab Corporation 0.04%","2.806700","2021-11-30"
"HK0000616265","XS2387356459","USD","Sinochem Offshore Capital Company Ltd. 0.01%","2.790450","2021-11-30"
"HK0000616265","XS2340059794","USD","Chinalco Capital Holdings Limited 0.02125%","2.777730","2021-11-30"
"HK0000672128","","","Cnh.F","35.560750","2021-06-30"
"HK0000672128","","CNY","E Fund(Hk) Yield Enhanced Bond Fund I","6.521480","2021-06-30"
"HK0000672128","HK0000467263","HKD","E Fund (HK) Short-Duration Bond A AccHKD","5.117450","2021-06-30"
"HK0000672128","","","Coastal Emerald Ltd 4.3% Perp","1.864780","2021-06-30"
"HK0000672128","","","Wuhan Urban Construction 2.25%","1.521340","2021-06-30"
"HK0000672128","","","Chengdu Communications Investment Group Co Ltd 4.75% 20271213","1.456340","2021-06-30"
"HK0000672128","XS2290959860","USD","Yuexiu REIT MTN Company Limited 2.65%","1.303600","2021-06-30"
"HK0000672128","XS2244842832","USD","China Huaneng Group (Hong Kong) Treasury Management Holding Limited 2.85%","1.292510","2021-06-30"
"HK0000672128","","","Chinalco Capital Holdings Ltd 4.1% Perp","1.230120","2021-06-30"
"HK0000672128","XS1679350014","USD","Weichai International Hong Kong Energy Group 3.75%","1.207310","2021-06-30"
"HK0000672136","","","Cnh.F","35.560750","2021-06-30"
"HK0000672136","","CNY","E Fund(Hk) Yield Enhanced Bond Fund I","6.521480","2021-06-30"
"HK0000672136","HK0000467263","HKD","E Fund (HK) Short-Duration Bond A AccHKD","5.117450","2021-06-30"
"HK0000672136","","","Coastal Emerald Ltd 4.3% Perp","1.864780","2021-06-30"
"HK0000672136","","","Wuhan Urban Construction 2.25%","1.521340","2021-06-30"
"HK0000672136","","","Chengdu Communications Investment Group Co Ltd 4.75% 20271213","1.456340","2021-06-30"
"HK0000672136","XS2290959860","USD","Yuexiu REIT MTN Company Limited 2.65%","1.303600","2021-06-30"
"HK0000672136","XS2244842832","USD","China Huaneng Group (Hong Kong) Treasury Management Holding Limited 2.85%","1.292510","2021-06-30"
"HK0000672136","","","Chinalco Capital Holdings Ltd 4.1% Perp","1.230120","2021-06-30"
"HK0000672136","XS1679350014","USD","Weichai International Hong Kong Energy Group 3.75%","1.207310","2021-06-30"
"IE0000829568","IT0005090318","EUR","Italy (Republic Of) 1.5%","6.326020","2021-08-31"
"IE0000829568","","","Jpy/Usd State Street Fx Purchased","6.312940","2021-08-31"
"IE0000829568","","USD","United States Treasury Notes 1.75%","6.079860","2021-08-31"
"IE0000829568","","","Aud/Usd State Street Fx Purchased","6.027720","2021-08-31"
"IE0000829568","","USD","United States Treasury Notes 1.125%","5.789710","2021-08-31"
"IE0000829568","JP1201761M45","JPY","Japan (Government Of) 0.5%","4.540570","2021-08-31"
"IE0000829568","AU3SG0001514","AUD","New South Wales Treasury Corporation 3%","4.507410","2021-08-31"
"IE0000829568","","","Nzd/Usd Standard Chartered Bank Purchased","3.909870","2021-08-31"
"IE0000829568","GB00BJQWYH73","GBP","United Kingdom of Great Britain and Northern Ireland 1.25%","3.886390","2021-08-31"
"IE0000829568","JP1300401D91","JPY","Japan (Government Of) 1.8%","3.593310","2021-08-31"
"IE0008368742","","HKD","Tencent Holdings Ltd","7.815810","2021-10-31"
"IE0008368742","CNE1000002M1","HKD","China Merchants Bank Co Ltd Class H","4.997700","2021-10-31"
"IE0008368742","CNE100001QQ5","CNY","Midea Group Co Ltd Class A","4.953730","2021-10-31"
"IE0008368742","HK0669013440","HKD","Techtronic Industries Co Ltd","4.642260","2021-10-31"
"IE0008368742","","HKD","China Mengniu Dairy Co Ltd","4.416460","2021-10-31"
"IE0008368742","CNE100000KD8","CNY","Zhejiang Chint Electrics Co Ltd","3.842130","2021-10-31"
"IE0008368742","","USD","JD.com Inc ADR","3.648960","2021-10-31"
"IE0008368742","","HKD","ENN Energy Holdings Ltd","3.608360","2021-10-31"
"IE0008368742","CNE100000V46","CNY","Shenzhen Inovance Technology Co Ltd Class A","2.925540","2021-10-31"
"IE0008368742","","HKD","China Resources Land Ltd","2.815690","2021-10-31"
"IE0008369823","HK0000069689","HKD","AIA Group Ltd","8.001180","2021-10-31"
"IE0008369823","","HKD","Tencent Holdings Ltd","7.734280","2021-10-31"
"IE0008369823","","HKD","China Mengniu Dairy Co Ltd","4.931120","2021-10-31"
"IE0008369823","CNE1000002M1","HKD","China Merchants Bank Co Ltd Class H","4.895590","2021-10-31"
"IE0008369823","HK0669013440","HKD","Techtronic Industries Co Ltd","4.870240","2021-10-31"
"IE0008369823","","HKD","ENN Energy Holdings Ltd","4.232990","2021-10-31"
"IE0008369823","","HKD","JD.com Inc Ordinary Shares - Class A","3.696900","2021-10-31"
"IE0008369823","","HKD","China Resources Land Ltd","2.936910","2021-10-31"
"IE0008369823","","HKD","Wasion Holdings Ltd","2.785530","2021-10-31"
"IE0008369823","","HKD","Alibaba Group Holding Ltd Ordinary Shares","2.761160","2021-10-31"
"IE00B0MD9M11","","","IRS USD R 3ML/1ML+9.125 03/18/21-22 CME Receive","22.158560","2021-09-30"
"IE00B0MD9M11","","","EUROPEAN MONETARY UNION EURO Purchased","20.961250","2021-09-30"
"IE00B0MD9M11","","","BRITISH POUND STERLING Purchased","10.243690","2021-09-30"
"IE00B0MD9M11","","","IRS USD 1.25000 12/15/21-5Y CME Pay","9.532780","2021-09-30"
"IE00B0MD9M11","","","IRS EUR 0.25000 03/16/22-10Y LCH Receive","9.331790","2021-09-30"
"IE00B0MD9M11","","","JAPANESE YEN Purchased","8.550550","2021-09-30"
"IE00B0MD9M11","","","Fin Fut Eux Euro-Btp 12/08/21","7.884130","2021-09-30"
"IE00B0MD9M11","","","ZCS BRL 3.3 11/06/20-01/03/22 CME Receive","7.835360","2021-09-30"
"IE00B0MD9M11","","USD","Federal National Mortgage Association 4%","7.726940","2021-09-30"
"IE00B0MD9M11","","USD","10 Year Treasury Note Future Dec 21","7.624530","2021-09-30"
"IE00B0MD9S72","","USD","5 Year Treasury Note Future Dec 21","8.237100","2021-09-30"
"IE00B0MD9S72","","","EUROPEAN MONETARY UNION EURO Purchased","5.592640","2021-09-30"
"IE00B0MD9S72","","USD","10 Year Treasury Note Future Dec 21","4.849720","2021-09-30"
"IE00B0MD9S72","IE00BDQZ6S97","USD","PIMCO US Dollar S/T Fl NAV Z USD Inc","4.479060","2021-09-30"
"IE00B0MD9S72","","","IRS USD 2.25000 12/20/17-5Y CME Receive","3.101670","2021-09-30"
"IE00B0MD9S72","","","ZCS BRL 5.8625 03/02/21-01/02/23 CME Receive","2.196760","2021-09-30"
"IE00B0MD9S72","ZAG000016320","ZAR","South Africa (Republic of) 10.5%","1.739240","2021-09-30"
"IE00B0MD9S72","","","INDONESIA AS SP BPS","1.429020","2021-09-30"
"IE00B0MD9S72","","USD","Petroleos Mexicanos 5.95%","1.225750","2021-09-30"
"IE00B0MD9S72","","USD","Ultra US Treasury Bond Future Dec 21","1.045530","2021-09-30"
"IE00B11XYX59","","USD","5 Year Treasury Note Future Dec 21","8.237100","2021-09-30"
"IE00B11XYX59","","","EUROPEAN MONETARY UNION EURO Purchased","5.592640","2021-09-30"
"IE00B11XYX59","","USD","10 Year Treasury Note Future Dec 21","4.849720","2021-09-30"
"IE00B11XYX59","IE00BDQZ6S97","USD","PIMCO US Dollar S/T Fl NAV Z USD Inc","4.479060","2021-09-30"
"IE00B11XYX59","","","IRS USD 2.25000 12/20/17-5Y CME Receive","3.101670","2021-09-30"
"IE00B11XYX59","","","ZCS BRL 5.8625 03/02/21-01/02/23 CME Receive","2.196760","2021-09-30"
"IE00B11XYX59","ZAG000016320","ZAR","South Africa (Republic of) 10.5%","1.739240","2021-09-30"
"IE00B11XYX59","","","INDONESIA AS SP BPS","1.429020","2021-09-30"
"IE00B11XYX59","","USD","Petroleos Mexicanos 5.95%","1.225750","2021-09-30"
"IE00B11XYX59","","USD","Ultra US Treasury Bond Future Dec 21","1.045530","2021-09-30"
"IE00B11XZ210","","","IRS USD R 3ML/1ML+9.125 03/18/21-22 CME Receive","22.158560","2021-09-30"
"IE00B11XZ210","","","EUROPEAN MONETARY UNION EURO Purchased","20.961250","2021-09-30"
"IE00B11XZ210","","","BRITISH POUND STERLING Purchased","10.243690","2021-09-30"
"IE00B11XZ210","","","IRS USD 1.25000 12/15/21-5Y CME Pay","9.532780","2021-09-30"
"IE00B11XZ210","","","IRS EUR 0.25000 03/16/22-10Y LCH Receive","9.331790","2021-09-30"
"IE00B11XZ210","","","JAPANESE YEN Purchased","8.550550","2021-09-30"
"IE00B11XZ210","","","Fin Fut Eux Euro-Btp 12/08/21","7.884130","2021-09-30"
"IE00B11XZ210","","","ZCS BRL 3.3 11/06/20-01/03/22 CME Receive","7.835360","2021-09-30"
"IE00B11XZ210","","USD","Federal National Mortgage Association 4%","7.726940","2021-09-30"
"IE00B11XZ210","","USD","10 Year Treasury Note Future Dec 21","7.624530","2021-09-30"
"IE00B11XZ871","IE00BDQZ6S97","USD","PIMCO US Dollar S/T Fl NAV Z USD Inc","6.588450","2021-09-30"
"IE00B11XZ871","","","CDX HY35 5Y ICE","3.407930","2021-09-30"
"IE00B11XZ871","","","EUROPEAN MONETARY UNION EURO Purchased","2.792950","2021-09-30"
"IE00B11XZ871","","","CDX HY37 5Y ICE","2.179140","2021-09-30"
"IE00B11XZ871","","","Offset: Cash","0.811000","2021-09-30"
"IE00B11XZ871","","","TRS IBOXHY/3ML INDX 12/20/21 BPS","0.789930","2021-09-30"
"IE00B11XZ871","","","TRS IBOXHY/3ML INDX 12/20/21 BRC","0.716370","2021-09-30"
"IE00B11XZ871","","USD","United States Treasury Bills 0%","0.576510","2021-09-30"
"IE00B11XZ871","","USD","Ortho Clinical Diagnostics Inc / Ortho Clinical Diagnostics S A 7.25%","0.556170","2021-09-30"
"IE00B11XZ871","","USD","United States Treasury Bills 0%","0.504170","2021-09-30"
"IE00B193MK07","","","EUROPEAN MONETARY UNION EURO Purchased","24.401800","2021-09-30"
"IE00B193MK07","","USD","10 Year Treasury Note Future Dec 21","11.947480","2021-09-30"
"IE00B193MK07","","USD","2 Year Treasury Note Future Dec 21","10.137960","2021-09-30"
"IE00B193MK07","","","BRITISH POUND STERLING Purchased","6.268570","2021-09-30"
"IE00B193MK07","","USD","Ultra US Treasury Bond Future Dec 21","5.212210","2021-09-30"
"IE00B193MK07","IE00B67B7N93","USD","PIMCO USD Short Mat ETF","5.087350","2021-09-30"
"IE00B193MK07","","","CDX ITRAXX MAIN35 5Y ICE","4.140960","2021-09-30"
"IE00B193MK07","","USD","Ultra 10 Year US Treasury Note Future Dec 21","3.871530","2021-09-30"
"IE00B193MK07","","","CDX ITRAXX XOV36 5Y ICE","3.108550","2021-09-30"
"IE00B193MK07","","","CDX EM36 ICE","3.035700","2021-09-30"
"IE00B193ML14","","","EUROPEAN MONETARY UNION EURO Purchased","21.614010","2021-09-30"
"IE00B193ML14","IE00BDQZ6S97","USD","PIMCO US Dollar S/T Fl NAV Z USD Inc","7.519320","2021-09-30"
"IE00B193ML14","","","CDX HY36 5Y ICE","2.968320","2021-09-30"
"IE00B193ML14","","","CDX HY35 5Y ICE","2.174970","2021-09-30"
"IE00B193ML14","","","BRITISH POUND STERLING Purchased","1.545930","2021-09-30"
"IE00B193ML14","","","CDX HY37 5Y ICE","1.544600","2021-09-30"
"IE00B193ML14","","USD","United States Treasury Bills 0%","1.213230","2021-09-30"
"IE00B193ML14","IE00BK9YL102","EUR","PIMCO GIS European HY Bd Z EUR Acc","0.830410","2021-09-30"
"IE00B193ML14","","","TRS IBOXHY/3ML INDX 12/20/21 BRC","0.810480","2021-09-30"
"IE00B193ML14","","","TRS IBOXHY/3ML INDX 12/20/21 MYC","0.781920","2021-09-30"
"IE00B193MN38","IE00BDQZ6S97","USD","PIMCO US Dollar S/T Fl NAV Z USD Inc","6.588450","2021-09-30"
"IE00B193MN38","","","CDX HY35 5Y ICE","3.407930","2021-09-30"
"IE00B193MN38","","","EUROPEAN MONETARY UNION EURO Purchased","2.792950","2021-09-30"
"IE00B193MN38","","","CDX HY37 5Y ICE","2.179140","2021-09-30"
"IE00B193MN38","","","Offset: Cash","0.811000","2021-09-30"
"IE00B193MN38","","","TRS IBOXHY/3ML INDX 12/20/21 BPS","0.789930","2021-09-30"
"IE00B193MN38","","","TRS IBOXHY/3ML INDX 12/20/21 BRC","0.716370","2021-09-30"
"IE00B193MN38","","USD","United States Treasury Bills 0%","0.576510","2021-09-30"
"IE00B193MN38","","USD","Ortho Clinical Diagnostics Inc / Ortho Clinical Diagnostics S A 7.25%","0.556170","2021-09-30"
"IE00B193MN38","","USD","United States Treasury Bills 0%","0.504170","2021-09-30"
